@RELATION bank

@ATTRIBUTE age           numeric
@ATTRIBUTE job           {admin.,blue-collar,entrepreneur,housemaid,management,retired,self-employed,services,student,technician,unemployed,unknown}
@ATTRIBUTE marital       {divorced,married,single}
@ATTRIBUTE edu           {primary,secondary,tertiary,unknown}
@ATTRIBUTE default       {yes,no}
@ATTRIBUTE balance       numeric
@ATTRIBUTE housing       {yes,no}
@ATTRIBUTE loan          {yes,no}
@ATTRIBUTE contact       {cellular,telephone,unknown}
@ATTRIBUTE day           {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}
@ATTRIBUTE month         {jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec}
@ATTRIBUTE duration      numeric
@ATTRIBUTE campaign      numeric
@ATTRIBUTE pdays         numeric
@ATTRIBUTE previous      numeric
@ATTRIBUTE poutcome      {failure,other,success,unknown}
@ATTRIBUTE y             {yes,no}

@DATA
41,blue-collar,divorced,secondary,no,0.048243167875069715,yes,no,cellular,14,may,0.5491679273827534,2,297,1,other,no
40,technician,single,secondary,no,0.1645287228109314,no,yes,cellular,14,aug,0.12556732223903178,6,-1,0,unknown,no
40,unemployed,married,secondary,no,0.06079196876742889,yes,no,cellular,17,nov,0.30257186081694404,2,196,1,failure,no
27,admin.,divorced,secondary,no,0.12548800892359174,yes,no,cellular,16,jul,0.9803328290468987,1,-1,0,unknown,yes
60,retired,married,primary,no,0.0011154489682097045,no,no,cellular,26,aug,0.08925869894099848,2,-1,0,unknown,no
28,admin.,single,secondary,no,0.049079754601226995,yes,yes,cellular,6,may,0.22087745839636913,1,-1,0,unknown,no
52,services,married,secondary,no,0.18293363078639152,no,no,telephone,7,jul,0.5960665658093798,2,460,2,failure,yes
37,management,married,tertiary,no,0.3664249860568879,no,no,cellular,30,jun,0.3328290468986384,1,-1,0,unknown,yes
51,blue-collar,married,primary,no,0.4085331846068042,yes,no,unknown,7,may,0.6081694402420574,2,-1,0,unknown,no
41,technician,single,secondary,no,0.24484104852203012,no,yes,cellular,7,jul,0.08472012102874432,4,-1,0,unknown,no
35,blue-collar,single,primary,no,0.08142777467930842,yes,no,unknown,30,may,0.7821482602118003,2,-1,0,unknown,no
38,admin.,married,secondary,no,0.11795872838817624,yes,no,cellular,17,apr,0.41603630862329805,1,-1,0,unknown,no
34,blue-collar,married,secondary,no,0.5103179029559398,yes,no,unknown,20,may,0.3010590015128593,2,-1,0,unknown,no
39,blue-collar,married,primary,no,0.03067484662576687,no,no,cellular,18,nov,0.2980332829046899,2,-1,0,unknown,no
34,blue-collar,married,primary,no,0.12660345789180144,yes,no,unknown,20,jun,0.556732223903177,3,-1,0,unknown,no
41,unknown,single,tertiary,no,0.43669827105409925,no,no,cellular,1,jul,0.4341906202723147,2,-1,0,unknown,no
30,admin.,single,tertiary,no,0.07250418293363078,no,no,cellular,19,oct,0.3464447806354009,1,137,20,failure,no
36,blue-collar,divorced,secondary,no,0.792526491912995,no,no,cellular,12,feb,0.7095310136157338,1,182,1,success,no
38,management,single,tertiary,no,0.13720022308979365,yes,no,cellular,11,may,0.8305597579425114,1,367,7,failure,no
34,management,single,secondary,no,0.14584495259341884,no,no,unknown,13,aug,0.007564296520423601,1,-1,0,unknown,no
32,management,single,tertiary,no,0.15978806469604015,yes,no,cellular,14,apr,0.3857791225416036,2,145,3,failure,no
37,blue-collar,married,secondary,no,0.11879531511433351,yes,yes,unknown,9,jun,0.5552193645990923,3,-1,0,unknown,no
33,self-employed,married,tertiary,no,0.13441160066926938,yes,no,cellular,3,feb,0.4175491679273828,2,-1,0,unknown,no
56,unemployed,married,primary,no,0.9453430005577245,no,no,cellular,21,apr,0.3615733736762481,1,-1,0,unknown,yes
21,student,single,secondary,no,0.6935303959843837,no,no,cellular,30,jun,0.3842662632375189,6,169,3,success,yes
58,management,married,tertiary,no,0.42275515895147797,yes,no,telephone,29,jul,0.0045385779122541605,5,-1,0,unknown,no
32,self-employed,married,secondary,no,0.06023424428332404,yes,yes,cellular,15,jul,0.4735249621785174,5,-1,0,unknown,no
33,blue-collar,single,secondary,no,0.005856107083100948,no,no,cellular,30,jan,0.10892586989409984,2,207,1,failure,no
25,student,single,secondary,no,0.09202453987730061,no,no,telephone,26,aug,0.25113464447806355,4,-1,0,unknown,yes
25,technician,single,secondary,no,0.14054656999442275,no,yes,cellular,17,nov,0.5779122541603631,2,-1,0,unknown,yes
30,services,married,secondary,no,0.5039040713887339,yes,no,cellular,18,may,0.11951588502269289,2,-1,0,unknown,no
39,blue-collar,married,primary,no,0.01422197434467373,no,no,cellular,13,aug,0.09833585476550681,1,-1,0,unknown,no
46,management,divorced,tertiary,no,0.006692693809258227,no,no,unknown,17,jun,0.8472012102874432,2,-1,0,unknown,no
31,admin.,divorced,secondary,no,0.5267707752370329,yes,no,cellular,21,jul,0.8835098335854765,1,-1,0,unknown,no
45,blue-collar,married,primary,no,0.1165644171779141,no,no,cellular,18,aug,0.1649016641452345,4,-1,0,unknown,no
32,technician,married,secondary,no,0.7506971556051311,yes,no,unknown,21,may,0.018154311649016642,1,-1,0,unknown,no
24,unemployed,single,secondary,no,0.03290574456218628,no,no,unknown,15,sep,0.07110438729198185,1,-1,0,unknown,no
45,technician,single,secondary,no,0.16313441160066927,no,yes,cellular,28,jul,0.04236006051437216,3,-1,0,unknown,no
32,blue-collar,single,secondary,no,0.06330172894590072,no,no,telephone,5,feb,0.26021180030257185,1,288,3,failure,no
41,blue-collar,married,primary,no,0.04656999442275516,yes,no,cellular,18,nov,0.27685325264750377,3,-1,0,unknown,no
27,technician,single,secondary,no,0.21416620189626326,yes,no,unknown,9,may,0.4735249621785174,2,-1,0,unknown,no
29,admin.,single,secondary,no,0.11907417735638595,yes,yes,cellular,7,may,0.07564296520423601,1,345,2,failure,no
32,management,divorced,tertiary,no,0.2640825432236475,no,no,cellular,12,aug,0.30257186081694404,2,-1,0,unknown,no
56,services,divorced,unknown,no,0.5231455660903513,yes,no,unknown,30,may,0.12405446293494705,1,-1,0,unknown,no
31,management,single,tertiary,no,0.243446737311768,yes,no,cellular,18,nov,0.2813918305597579,2,-1,0,unknown,no
42,admin.,married,secondary,no,0.0897936419408812,yes,yes,unknown,8,may,0.4175491679273828,2,-1,0,unknown,no
35,management,married,tertiary,no,0.02928053541550474,no,yes,cellular,11,aug,0.8835098335854765,2,-1,0,unknown,no
56,retired,married,primary,no,0.5312325711098718,no,yes,unknown,19,jun,0.06202723146747353,9,-1,0,unknown,no
48,technician,married,secondary,no,0.3209704406023424,yes,no,cellular,21,jul,0.2481089258698941,5,-1,0,unknown,no
46,admin.,married,secondary,no,0.049637479085331844,yes,no,cellular,29,jan,0.2874432677760968,4,436,1,other,no
37,technician,single,unknown,no,0.10875627440044618,yes,no,unknown,8,may,0.14977307110438728,3,-1,0,unknown,no
41,entrepreneur,married,unknown,no,0.024539877300613498,yes,no,unknown,6,may,0.4977307110438729,2,-1,0,unknown,no
36,management,single,tertiary,no,0.12297824874511991,yes,yes,cellular,29,jul,0.14826021180030258,3,-1,0,unknown,no
39,technician,married,secondary,no,0.13943112102621305,no,no,unknown,26,may,0.43116490166414523,1,-1,0,unknown,no
35,technician,divorced,secondary,no,0.08561070831009482,no,no,cellular,22,aug,0.11043872919818457,2,-1,0,unknown,no
55,admin.,married,secondary,no,0.1675962074735081,no,no,cellular,1,jun,0.48411497730711045,3,90,2,success,yes
55,technician,married,secondary,no,0.0758505298382599,yes,no,cellular,29,jan,0.12102874432677761,3,183,3,failure,no
27,self-employed,single,secondary,no,0.013664249860568878,no,no,cellular,29,jan,0.2481089258698941,1,-1,0,unknown,no
34,technician,married,secondary,no,0.45733407696597883,yes,no,cellular,17,apr,0.5688350983358548,1,-1,0,unknown,no
34,blue-collar,married,tertiary,no,0.005298382598996096,no,no,unknown,4,oct,0.009077155824508321,1,-1,0,unknown,no
43,services,married,secondary,no,0.2724484104852203,yes,yes,unknown,26,may,0.11800302571860817,2,-1,0,unknown,no
31,admin.,single,secondary,no,0.586447295036252,yes,no,unknown,3,jun,0.6822995461422088,1,-1,0,unknown,no
78,housemaid,married,secondary,no,0.1388733965421082,no,no,telephone,16,mar,0.11497730711043873,4,-1,0,unknown,no
45,blue-collar,divorced,secondary,no,0.3535973229224763,yes,no,cellular,29,jan,0.8245083207261724,2,-1,0,unknown,no
48,technician,married,tertiary,no,0.08616843279419967,no,no,unknown,6,may,0.19818456883509833,1,-1,0,unknown,no
32,blue-collar,single,secondary,no,0.3184606804238706,yes,yes,cellular,10,jul,0.6172465960665658,1,-1,0,unknown,no
42,technician,married,secondary,no,0.8307306190741773,no,no,unknown,20,jun,0.14674735249621784,3,-1,0,unknown,no
37,management,single,tertiary,no,0.010039040713887339,no,no,cellular,28,jan,0.3767019667170953,2,-1,0,unknown,no
40,admin.,single,secondary,no,0.12855549358616844,yes,yes,cellular,6,apr,0.405446293494705,1,335,4,other,no
32,admin.,married,secondary,no,0.2872281093139989,yes,no,cellular,17,jul,0.12102874432677761,1,-1,0,unknown,no
37,admin.,married,secondary,no,0.04880089235917457,yes,no,cellular,5,may,0.21633888048411498,2,347,1,failure,no
37,unknown,married,unknown,no,0.4735080870050195,no,no,unknown,9,jun,0.08925869894099848,1,-1,0,unknown,no
28,technician,single,tertiary,no,0.047685443390964866,yes,yes,cellular,2,feb,0.2874432677760968,2,-1,0,unknown,no
40,admin.,divorced,secondary,no,0.0013943112102621305,no,no,unknown,11,jun,0.20574886535552195,1,-1,0,unknown,no
34,self-employed,married,tertiary,no,0.5496374790853319,yes,no,cellular,23,jul,0.08623298033282904,2,-1,0,unknown,no
34,admin.,married,tertiary,no,0.25041829336307864,yes,no,telephone,19,nov,0.5642965204236006,3,7,4,success,no
37,services,single,secondary,no,0.005577244841048522,yes,no,cellular,2,feb,0.13918305597579425,1,271,2,other,no
36,technician,married,secondary,no,0.006134969325153374,yes,no,cellular,8,may,0.22390317700453857,2,347,1,failure,no
33,self-employed,married,secondary,no,0.05967651979921919,yes,no,cellular,29,jul,0.8154311649016641,12,-1,0,unknown,no
30,management,single,tertiary,no,0.3823201338538762,no,no,cellular,20,nov,0.35703479576399394,2,-1,0,unknown,no
36,services,married,secondary,no,0.5521472392638037,no,no,unknown,17,jun,0.06656580937972768,2,-1,0,unknown,no
57,retired,divorced,secondary,no,0.010596765197992191,yes,no,cellular,30,jul,0.529500756429652,3,-1,0,unknown,no
38,services,married,secondary,no,0.0,no,yes,cellular,21,nov,0.22390317700453857,2,-1,0,unknown,no
42,technician,married,tertiary,no,0.21779141104294478,no,no,cellular,3,apr,0.42511346444780634,1,-1,0,unknown,no
34,technician,single,tertiary,no,0.2763524818739543,yes,no,cellular,4,may,0.4493192133131619,1,88,2,success,no
48,technician,married,secondary,no,0.4252649191299498,no,no,cellular,6,aug,0.4069591527987897,2,-1,0,unknown,no
29,blue-collar,single,tertiary,no,0.12660345789180144,no,no,telephone,21,apr,0.6036308623298033,1,-1,0,unknown,yes
42,technician,married,secondary,no,0.5658114891243725,yes,yes,cellular,9,jul,0.29046898638426627,1,-1,0,unknown,no
29,technician,married,secondary,no,0.4456218627997769,yes,no,cellular,8,jul,0.16792738275340394,1,61,1,failure,no
56,retired,married,secondary,no,0.3714445064138316,no,no,cellular,28,aug,0.019667170953101363,14,-1,0,unknown,no
38,technician,married,tertiary,no,0.12018962632459565,yes,no,cellular,15,may,0.009077155824508321,2,373,1,other,no
42,management,married,tertiary,no,0.10345789180145008,yes,no,cellular,3,aug,0.983358547655068,2,-1,0,unknown,yes
45,technician,married,secondary,no,0.3929168990518684,no,no,cellular,11,aug,0.10136157337367625,2,-1,0,unknown,no
30,blue-collar,married,secondary,no,0.271611823759063,yes,no,cellular,13,may,0.3812405446293495,2,351,2,failure,no
49,services,married,secondary,no,0.11126603457891801,no,no,cellular,21,aug,0.22239031770045387,3,-1,0,unknown,no
49,blue-collar,married,primary,no,0.1015058561070831,no,no,unknown,26,may,0.0832072617246596,2,-1,0,unknown,no
41,self-employed,married,primary,no,0.0566090351366425,no,no,cellular,13,aug,0.16187594553706505,7,-1,0,unknown,no
54,management,married,primary,no,0.4712771890686001,yes,no,cellular,20,nov,0.2753403933434191,1,-1,0,unknown,no
32,services,single,secondary,no,0.11293920803123257,yes,no,unknown,6,may,0.3373676248108926,1,-1,0,unknown,no
33,technician,married,secondary,no,0.09983268265476855,yes,no,cellular,20,apr,0.31164901664145234,1,242,1,other,no
36,blue-collar,married,primary,no,0.03402119353039598,yes,no,cellular,18,may,0.007564296520423601,1,-1,0,unknown,no
52,unknown,married,secondary,no,0.03931957612939208,no,no,cellular,25,aug,0.16338880484114976,6,-1,0,unknown,no
40,entrepreneur,married,tertiary,no,0.9955382041271612,no,no,unknown,9,jun,0.329803328290469,3,-1,0,unknown,no
44,technician,single,secondary,no,0.008923591745677636,yes,no,cellular,13,may,0.28895612708018154,3,351,10,failure,no
30,student,single,secondary,no,0.8630786391522588,no,no,cellular,26,jan,0.1800302571860817,1,-1,0,unknown,no
48,technician,divorced,secondary,yes,0.005298382598996096,no,no,cellular,27,aug,0.21331316187594554,3,-1,0,unknown,no
33,blue-collar,married,secondary,no,0.9969325153374233,yes,no,cellular,2,apr,0.1815431164901664,1,308,2,other,no
57,technician,married,unknown,no,0.057166759620747354,yes,no,unknown,5,may,0.3207261724659607,3,-1,0,unknown,no
51,unemployed,married,tertiary,no,0.4553820412716118,yes,no,cellular,22,jul,0.2481089258698941,4,-1,0,unknown,no
34,admin.,single,secondary,no,0.0,yes,no,cellular,22,jul,0.7246596066565809,7,-1,0,unknown,no
42,management,married,tertiary,no,0.1346904629113218,yes,no,cellular,11,jul,0.2118003025718608,2,-1,0,unknown,no
31,management,married,tertiary,no,0.10987172336865589,yes,no,cellular,9,feb,0.22844175491679275,3,-1,0,unknown,no
32,management,married,tertiary,no,0.6547685443390965,no,no,cellular,14,aug,0.19667170953101362,5,-1,0,unknown,no
55,blue-collar,divorced,primary,no,0.11405465699944227,no,yes,cellular,11,jul,0.32829046898638425,2,-1,0,unknown,no
58,retired,married,primary,no,0.9481316229782487,yes,no,cellular,3,feb,0.12102874432677761,3,265,2,failure,no
46,blue-collar,married,primary,no,0.061628555493586167,no,no,cellular,8,aug,0.10136157337367625,2,-1,0,unknown,no
55,blue-collar,married,secondary,no,0.275515895147797,yes,yes,unknown,23,may,0.3661119515885023,4,-1,0,unknown,no
34,management,married,tertiary,no,0.1154489682097044,no,yes,cellular,23,jul,0.540090771558245,2,-1,0,unknown,no
28,unemployed,single,secondary,no,0.004182933630786392,no,no,cellular,12,aug,0.17397881996974282,4,-1,0,unknown,no
54,housemaid,married,secondary,no,0.05800334634690463,yes,yes,cellular,25,jul,0.14069591527987896,1,-1,0,unknown,no
53,entrepreneur,married,tertiary,no,0.17373117679866146,no,yes,cellular,21,jul,0.26626323751891073,4,-1,0,unknown,no
58,technician,married,tertiary,no,0.24595649749023982,no,no,cellular,18,aug,0.8154311649016641,1,78,2,failure,no
40,self-employed,married,secondary,no,0.42247629670942555,yes,yes,unknown,23,may,0.5582450832072617,1,-1,0,unknown,no
29,student,single,secondary,no,0.24288901282766315,yes,no,unknown,7,may,0.34190620272314676,1,-1,0,unknown,no
38,admin.,single,secondary,no,0.2512548800892359,yes,no,telephone,31,jul,0.08169440242057488,13,-1,0,unknown,no
56,services,divorced,secondary,no,0.28053541550474065,no,no,cellular,29,jul,0.12708018154311648,6,-1,0,unknown,no
24,blue-collar,single,secondary,no,0.048243167875069715,yes,yes,cellular,18,may,0.7307110438729199,1,-1,0,unknown,yes
35,self-employed,married,secondary,no,0.14584495259341884,yes,no,cellular,21,nov,0.7261724659606656,4,-1,0,unknown,no
34,technician,married,secondary,no,0.0008365867261572784,yes,no,unknown,15,may,0.9682299546142209,1,-1,0,unknown,no
51,blue-collar,divorced,primary,no,0.010039040713887339,yes,no,cellular,13,may,0.5098335854765507,1,-1,0,unknown,no
59,self-employed,married,tertiary,no,0.16508644729503624,no,no,unknown,13,may,0.0907715582450832,2,-1,0,unknown,no
32,blue-collar,married,secondary,no,0.3198549916341327,yes,no,cellular,20,apr,0.17700453857791226,1,-1,0,unknown,no
37,blue-collar,single,secondary,no,0.992749581706637,yes,no,unknown,2,jun,0.1422087745839637,1,-1,0,unknown,no
42,admin.,divorced,secondary,no,0.01728945900725042,no,no,unknown,16,may,0.12708018154311648,6,-1,0,unknown,no
40,student,married,secondary,no,0.07222532069157836,no,no,unknown,20,jun,0.291981845688351,6,-1,0,unknown,no
28,technician,single,tertiary,no,0.6324595649749024,yes,no,unknown,9,may,0.4947049924357035,1,-1,0,unknown,no
47,admin.,married,secondary,no,0.29531511433351926,yes,no,unknown,6,jun,0.11951588502269289,3,-1,0,unknown,no
41,management,married,tertiary,no,0.013385387618516454,yes,no,cellular,17,jul,0.4659606656580938,5,-1,0,unknown,no
34,admin.,married,tertiary,no,0.018962632459564976,no,yes,cellular,4,aug,0.17549167927382753,3,1,6,success,yes
47,blue-collar,married,secondary,no,0.1335750139431121,yes,no,unknown,28,may,0.31316187594553707,2,-1,0,unknown,no
29,management,married,tertiary,no,0.12548800892359174,no,no,cellular,28,jan,0.6762481089258698,1,-1,0,unknown,no
32,blue-collar,married,secondary,no,0.21137757947573899,yes,no,cellular,9,apr,0.4735249621785174,5,-1,0,unknown,yes
65,retired,divorced,primary,no,0.5128276631344116,no,no,cellular,1,jun,0.573373676248109,2,188,5,failure,no
56,blue-collar,married,secondary,no,0.09592861126603458,yes,no,telephone,22,jul,0.9092284417549168,1,-1,0,unknown,no
35,blue-collar,married,secondary,no,0.35861684327941995,yes,no,cellular,14,jul,0.49319213313161875,2,-1,0,unknown,no
56,management,married,unknown,no,0.09815950920245399,no,yes,cellular,25,jul,0.2526475037821483,2,-1,0,unknown,no
56,technician,married,secondary,no,0.05688789737869492,no,yes,cellular,23,jul,0.6626323751891074,2,-1,0,unknown,no
38,unemployed,married,primary,no,0.3195761293920803,yes,yes,unknown,8,may,0.37065052950075644,5,-1,0,unknown,no
38,admin.,married,tertiary,no,0.16843279419966536,no,no,cellular,18,nov,0.21633888048411498,2,-1,0,unknown,no
55,management,married,unknown,no,0.15560513106525375,no,no,cellular,28,jan,0.4039334341906203,2,-1,0,unknown,no
43,management,married,tertiary,no,0.0002788622420524261,no,yes,cellular,20,aug,0.708018154311649,2,-1,0,unknown,no
25,admin.,single,tertiary,no,0.2116564417177914,yes,no,cellular,27,may,0.3313161875945537,3,89,2,failure,yes
30,blue-collar,married,primary,no,0.36698271054099274,yes,no,unknown,21,may,0.5915279878971256,2,-1,0,unknown,no
46,blue-collar,married,secondary,no,0.050474065811489124,no,no,cellular,4,feb,0.07866868381240545,1,-1,0,unknown,no
50,admin.,married,primary,no,0.07668711656441718,no,yes,unknown,17,jun,0.9636913767019667,6,-1,0,unknown,no
35,entrepreneur,married,secondary,no,0.8282208588957055,no,no,cellular,4,may,0.642965204236006,4,164,2,failure,yes
26,unemployed,single,secondary,no,0.29643056330172896,no,no,unknown,31,may,0.1649016641452345,1,-1,0,unknown,no
45,admin.,married,unknown,no,0.49693251533742333,no,no,unknown,20,jun,0.01059001512859304,11,-1,0,unknown,no
60,self-employed,single,tertiary,no,0.049637479085331844,no,yes,cellular,29,jul,0.11346444780635401,4,-1,0,unknown,no
38,management,married,tertiary,no,0.3340769659788065,no,no,cellular,4,aug,0.2632375189107413,1,1,1,success,yes
47,blue-collar,married,primary,no,0.05939765755716676,yes,yes,unknown,9,jun,0.2481089258698941,1,-1,0,unknown,no
51,unemployed,married,secondary,no,0.4905186837702175,no,yes,cellular,19,nov,0.23903177004538578,1,-1,0,unknown,no
48,admin.,single,secondary,no,0.3204127161182376,yes,no,unknown,28,may,0.5340393343419062,1,-1,0,unknown,no
37,admin.,married,secondary,no,0.03346346904629113,no,no,cellular,22,jul,0.02723146747352496,6,-1,0,unknown,no
29,technician,single,tertiary,no,0.2306190741773564,yes,no,cellular,16,apr,0.31921331316187596,3,321,3,other,no
34,admin.,married,secondary,no,0.06776352481873954,yes,no,cellular,31,jul,0.07866868381240545,4,-1,0,unknown,no
30,management,single,tertiary,no,0.11795872838817624,no,no,cellular,16,apr,0.44478063540090773,4,-1,0,unknown,yes
47,management,divorced,tertiary,no,0.12437255995538204,no,yes,unknown,7,may,0.18456883509833585,1,-1,0,unknown,no
33,management,single,tertiary,no,0.3929168990518684,yes,no,cellular,5,feb,0.006051437216338881,1,254,5,failure,no
63,retired,married,primary,no,0.30200780814277745,no,no,cellular,14,oct,0.2980332829046899,1,183,1,success,no
